id,event_ts,region,product,amount,quantity,status,email,notes,dup_group
887,2026-06-02 19:36:00,East,alpha,149.82,4,pending,user887@example.com,note for record 887,grp-37
888,2026-06-02 14:44:00,South,charlie,169.55,2,active,user888@example.com,note for record 888,grp-38
889,2026-06-02 13:25:00,West,charlie,186.97,5,inactive,user889@example.com,note for record 889,grp-39
890,2026-06-02 18:13:00,North,bravo,135.9,6,active,user890@example.com,,grp-40
891,2026-06-02 08:09:00,West,alpha,152.77,8,pending,user891@example.com,note for record 891,grp-41
892,2026-06-02 19:27:00,North,charlie,146.3,8,inactive,user892@example.com,note for record 892,grp-42
893,2026-06-02 11:01:00,North,delta,174.57,1,active,user893@example.com,note for record 893,grp-43
894,2026-06-02 08:20:00,East,bravo,136.77,5,pending,user894@example.com,note for record 894,grp-44
895,2026-06-02 11:46:00,North,charlie,161.73,6,pending,user895@example.com,note for record 895,grp-45
896,2026-06-02 11:20:00,North,charlie,177.42,7,inactive,user896@example.com,note for record 896,grp-46
897,2026-06-02 20:36:00,South,alpha,139.19,10,pending,user897@example.com,note for record 897,grp-47
898,2026-06-02 17:43:00,East,bravo,150.89,4,active,user898@example.com,note for record 898,grp-48
899,2026-06-02 17:05:00,North,delta,142.95,8,pending,user899@example.com,note for record 899,grp-49
900,2026-06-02 15:22:00,East,alpha,145.07,7,inactive,user900@example.com,note for record 900,grp-0
901,2026-06-02 08:44:00,West,delta,167.97,5,inactive,user901@example.com,,grp-1
902,2026-06-02 17:45:00,South,delta,152.87,1,active,user902@example.com,note for record 902,grp-2
903,2026-06-02 09:04:00,West,alpha,155.25,8,pending,user903@example.com,note for record 903,grp-3
904,2026-06-02 12:13:00,West,bravo,155.19,2,active,user904@example.com,note for record 904,grp-4
905,2026-06-02 12:02:00,West,alpha,184.32,10,pending,user905@example.com,note for record 905,grp-5
906,2026-06-02 08:34:00,East,alpha,150.99,7,active,user906@example.com,note for record 906,grp-6
907,2026-06-02 13:08:00,North,alpha,147.76,2,inactive,user907@example.com,note for record 907,grp-7
908,2026-06-02 15:00:00,North,delta,149.78,4,inactive,user908@example.com,note for record 908,grp-8
909,2026-06-02 13:47:00,West,charlie,146.87,1,active,user909@example.com,note for record 909,grp-9
910,2026-06-02 09:09:00,South,bravo,141.71,10,inactive,user910@example.com,note for record 910,grp-10
911,2026-06-02 18:35:00,North,bravo,149.47,1,inactive,user911@example.com,note for record 911,grp-11
912,2026-06-02 14:06:00,South,bravo,163.82,5,pending,user912@example.com,note for record 912,grp-12
913,2026-06-02 08:08:00,North,bravo,138.17,3,pending,user913@example.com,note for record 913,grp-13
914,2026-06-02 11:20:00,South,alpha,157.57,4,pending,user914@example.com,note for record 914,grp-14
915,2026-06-02 15:58:00,East,charlie,149.1,10,active,user915@example.com,note for record 915,grp-15
916,2026-06-02 08:43:00,South,alpha,152.11,8,pending,user916@example.com,note for record 916,grp-16
917,2026-06-02 12:04:00,West,bravo,134.53,6,active,user917@example.com,,grp-17
918,2026-06-02 08:30:00,North,bravo,163.1,9,active,user918@example.com,note for record 918,grp-18
919,2026-06-02 14:08:00,East,bravo,163.54,4,inactive,user919@example.com,note for record 919,grp-19
920,2026-06-02 17:27:00,South,bravo,161.0,4,??,user920@example.com,note for record 920,grp-20
921,2026-06-02 08:21:00,East,bravo,163.99,2,active,user921@example.com,note for record 921,grp-21
922,2026-06-02 10:55:00,West,alpha,152.89,9,active,user922@example.com,note for record 922,grp-22
923,2026-06-02 14:27:00,South,alpha,155.5,7,pending,user923@example.com,note for record 923,grp-23
924,2026-06-02 10:32:00,South,alpha,147.67,6,inactive,user924@example.com,note for record 924,grp-24
925,2026-06-02 17:58:00,West,alpha,167.75,2,inactive,user925@example.com,note for record 925,grp-25
926,2026-06-02 16:41:00,West,delta,153.24,6,pending,user926@example.com,note for record 926,grp-26
927,2026-06-02 20:12:00,West,alpha,176.34,10,active,user927@example.com,note for record 927,grp-27
928,2026-06-02 11:43:00,West,delta,155.34,5,inactive,user928@example.com,,grp-28
929,2026-06-02 20:49:00,South,alpha,174.05,6,pending,user929@example.com,note for record 929,grp-29
930,2026-06-02 15:22:00,East,delta,168.19,7,inactive,user930@example.com,note for record 930,grp-30
931,2026-06-02 12:31:00,East,alpha,151.35,2,active,user931@example.com,,grp-31
932,2026-06-02 08:39:00,South,charlie,148.8,9,inactive,user932@example.com,note for record 932,grp-32
933,2026-06-02 19:39:00,South,charlie,165.51,10,??,user933@example.com,note for record 933,grp-33
934,2026-06-02 14:53:00,North,delta,151.95,7,active,user934@example.com,note for record 934,grp-34
935,2026-06-02 20:20:00,West,delta,159.91,9,active,user935@example.com,note for record 935,grp-35
936,2026-06-02 19:54:00,South,delta,142.99,7,pending,user936@example.com,note for record 936,grp-36
937,2026-06-02 10:11:00,East,charlie,151.6,8,inactive,user937@example.com,note for record 937,grp-37
938,2026-06-02 19:47:00,East,charlie,183.06,9,pending,user938@example.com,note for record 938,grp-38
939,2026-06-02 10:37:00,West,delta,207.69,10,inactive,user939@example.com,note for record 939,grp-39
940,2026-06-02 16:06:00,East,delta,153.13,2,inactive,user940@example.com,note for record 940,grp-40
941,2026-06-02 17:26:00,West,alpha,172.33,10,active,user941@example.com,note for record 941,grp-41
942,2026-06-02 11:30:00,East,alpha,185.22,4,inactive,user942@example.com,note for record 942,grp-42
943,2026-06-02 15:00:00,West,delta,124.88,3,inactive,user943@example.com,note for record 943,grp-43
944,2026-06-02 10:13:00,East,delta,188.65,4,pending,user944@example.com,note for record 944,grp-44
945,2026-06-02 13:17:00,East,bravo,144.89,8,??,user945@example.com,,grp-45
946,2026-06-02 14:48:00,South,charlie,150.74,10,inactive,user946@example.com,note for record 946,grp-46
947,2026-06-02 20:34:00,East,charlie,178.18,8,active,user947@example.com,note for record 947,grp-47
948,2026-06-02 18:32:00,West,delta,171.71,7,active,user948@example.com,,grp-48
949,2026-06-02 19:55:00,East,charlie,170.46,3,active,user949@example.com,note for record 949,grp-49
950,2026-06-02 11:42:00,West,alpha,156.28,8,active,user950@example.com,note for record 950,grp-0
951,2026-06-02 13:33:00,North,delta,152.4,4,??,user951@example.com,note for record 951,grp-1
952,2026-06-02 15:52:00,East,delta,164.82,7,inactive,user952@example.com,note for record 952,grp-2
953,2026-06-02 20:06:00,West,delta,171.58,8,pending,user953@example.com,note for record 953,grp-3
954,2026-06-02 15:28:00,West,charlie,153.36,3,active,user954@example.com,note for record 954,grp-4
955,2026-06-02 11:01:00,South,alpha,154.92,7,active,user955@example.com,note for record 955,grp-5
956,2026-06-02 14:06:00,South,alpha,177.84,3,pending,user956@example.com,note for record 956,grp-6
957,2026-06-02 18:50:00,West,charlie,168.09,2,pending,not-an-email-957,note for record 957,grp-7
958,2026-06-02 11:26:00,East,bravo,140.11,4,active,user958@example.com,note for record 958,grp-8
959,2026-06-02 13:45:00,South,alpha,169.71,2,pending,user959@example.com,note for record 959,grp-9
960,2026-06-02 15:05:00,North,charlie,139.54,9,pending,user960@example.com,note for record 960,grp-10
961,2026-06-02 17:14:00,South,alpha,147.47,4,active,not-an-email-961,note for record 961,grp-11
962,2026-06-02 08:12:00,South,delta,169.71,7,pending,user962@example.com,note for record 962,grp-12
963,2026-06-02 14:17:00,East,delta,190.04,7,active,user963@example.com,note for record 963,grp-13
964,2026-06-02 17:42:00,East,alpha,168.51,3,pending,user964@example.com,note for record 964,grp-14
965,2026-06-02 19:50:00,West,alpha,166.25,6,pending,user965@example.com,note for record 965,grp-15
966,2026-06-02 16:43:00,North,bravo,166.91,4,??,user966@example.com,note for record 966,grp-16
967,2026-06-02 12:02:00,North,alpha,158.09,10,inactive,user967@example.com,note for record 967,grp-17
968,2026-06-02 11:29:00,South,delta,134.83,1,inactive,user968@example.com,note for record 968,grp-18
969,2026-06-02 20:58:00,East,alpha,185.75,7,pending,user969@example.com,note for record 969,grp-19
970,2026-06-02 17:12:00,South,bravo,166.54,1,inactive,user970@example.com,note for record 970,grp-20
971,2026-06-02 18:44:00,South,alpha,190.27,2,active,user971@example.com,note for record 971,grp-21
972,2026-06-02 10:57:00,South,bravo,161.15,10,inactive,user972@example.com,note for record 972,grp-22
973,2026-06-02 20:18:00,South,charlie,165.1,10,inactive,user973@example.com,note for record 973,grp-23
974,2026-06-02 16:12:00,East,delta,174.91,2,inactive,user974@example.com,note for record 974,grp-24
975,2026-06-02 20:32:00,North,delta,152.02,8,active,user975@example.com,note for record 975,grp-25
976,2026-06-02 18:09:00,South,bravo,163.55,9,inactive,user976@example.com,note for record 976,grp-26
977,2026-06-02 17:35:00,West,bravo,155.44,3,active,not-an-email-977,note for record 977,grp-27
978,2026-06-02 20:27:00,West,delta,156.42,6,inactive,user978@example.com,note for record 978,grp-28
979,2026-06-02 16:21:00,West,alpha,144.22,2,active,user979@example.com,note for record 979,grp-29
980,2026-06-02 11:18:00,East,charlie,201.52,7,inactive,user980@example.com,note for record 980,grp-30
981,2026-06-02 08:59:00,South,delta,140.01,4,??,user981@example.com,note for record 981,grp-31
982,2026-06-02 19:32:00,South,charlie,132.16,1,pending,user982@example.com,note for record 982,grp-32
983,2026-06-02 17:52:00,North,alpha,187.48,1,inactive,user983@example.com,note for record 983,grp-33
984,2026-06-02 09:22:00,South,delta,151.41,9,inactive,user984@example.com,note for record 984,grp-34
985,2026-06-02 17:05:00,West,alpha,151.99,5,pending,user985@example.com,note for record 985,grp-35
986,2026-06-02 10:26:00,South,delta,147.63,5,active,user986@example.com,note for record 986,grp-36
987,2026-06-02 08:01:00,West,charlie,181.22,7,active,user987@example.com,note for record 987,grp-37
988,2026-06-02 10:17:00,West,bravo,174.79,4,active,user988@example.com,note for record 988,grp-38
989,2026-06-02 11:10:00,East,delta,167.58,4,pending,user989@example.com,note for record 989,grp-39
990,2026-06-02 09:21:00,North,delta,183.8,5,active,user990@example.com,note for record 990,grp-40
991,2026-06-02 16:09:00,North,charlie,134.75,1,active,user991@example.com,note for record 991,grp-41
992,2026-06-02 08:42:00,South,alpha,162.36,2,pending,user992@example.com,note for record 992,grp-42
993,2026-06-02 16:17:00,East,charlie,146.59,7,inactive,user993@example.com,note for record 993,grp-43
994,2026-06-02 14:09:00,West,alpha,162.28,7,inactive,user994@example.com,,grp-44
995,2026-06-02 19:55:00,North,alpha,136.76,3,inactive,user995@example.com,note for record 995,grp-45
996,2026-06-02 12:14:00,West,delta,176.49,6,pending,user996@example.com,note for record 996,grp-46
997,2026-06-02 13:29:00,East,delta,174.1,1,inactive,user997@example.com,note for record 997,grp-47
998,2026-06-02 09:23:00,West,delta,161.48,6,pending,user998@example.com,note for record 998,grp-48
999,2026-06-02 13:00:00,North,bravo,141.5,9,active,user999@example.com,note for record 999,grp-49
1000,2026-06-02 17:21:00,South,delta,145.24,8,inactive,user1000@example.com,note for record 1000,grp-0
1001,2026-06-02 11:36:00,North,delta,177.28,2,active,user1001@example.com,note for record 1001,grp-1
1002,2026-06-02 14:32:00,South,charlie,191.63,5,pending,user1002@example.com,note for record 1002,grp-2
1003,2026-06-02 17:07:00,South,alpha,148.34,6,inactive,user1003@example.com,note for record 1003,grp-3
1004,2026-06-02 20:22:00,West,bravo,147.01,7,active,user1004@example.com,note for record 1004,grp-4
1005,2026-06-02 13:48:00,East,bravo,157.91,2,inactive,user1005@example.com,,grp-5
1006,2026-06-02 09:03:00,South,delta,124.77,10,inactive,user1006@example.com,note for record 1006,grp-6
1007,2026-06-02 10:09:00,North,delta,139.81,4,??,user1007@example.com,note for record 1007,grp-7
1008,2026-06-02 13:03:00,West,delta,157.48,4,inactive,user1008@example.com,note for record 1008,grp-8
1009,2026-06-02 19:59:00,North,charlie,172.87,9,pending,user1009@example.com,note for record 1009,grp-9
1010,2026-06-02 11:40:00,East,delta,162.82,8,inactive,user1010@example.com,note for record 1010,grp-10
1011,2026-06-02 20:30:00,South,delta,169.82,1,inactive,user1011@example.com,note for record 1011,grp-11
1012,2026-06-02 10:43:00,West,charlie,155.71,1,inactive,user1012@example.com,note for record 1012,grp-12
1013,2026-06-02 14:40:00,South,delta,181.74,5,inactive,user1013@example.com,note for record 1013,grp-13
1014,2026-06-02 08:55:00,West,bravo,170.54,5,inactive,user1014@example.com,note for record 1014,grp-14
1015,2026-06-02 10:28:00,North,charlie,166.78,4,pending,user1015@example.com,note for record 1015,grp-15
1016,2026-06-02 10:31:00,West,bravo,186.23,7,active,user1016@example.com,note for record 1016,grp-16
1017,2026-06-02 08:53:00,West,bravo,173.37,6,inactive,user1017@example.com,note for record 1017,grp-17
1018,2026-06-02 14:46:00,East,bravo,172.14,8,inactive,user1018@example.com,note for record 1018,grp-18
1019,2026-06-02 19:26:00,East,delta,145.86,7,active,user1019@example.com,note for record 1019,grp-19
1020,2026-06-02 18:56:00,South,alpha,138.17,9,pending,user1020@example.com,note for record 1020,grp-20
1021,2026-06-02 09:36:00,West,charlie,162.61,8,active,user1021@example.com,note for record 1021,grp-21
1022,2026-06-02 17:10:00,West,alpha,150.88,3,pending,user1022@example.com,note for record 1022,grp-22
1023,2026-06-02 09:05:00,South,alpha,140.25,2,pending,user1023@example.com,,grp-23
1024,2026-06-02 15:37:00,North,alpha,157.64,6,active,user1024@example.com,,grp-24
1025,2026-06-02 12:22:00,East,charlie,162.38,2,active,user1025@example.com,note for record 1025,grp-25
1026,2026-06-02 08:00:00,East,alpha,156.78,4,pending,user1026@example.com,note for record 1026,grp-26
1027,2026-06-02 17:06:00,East,bravo,141.49,6,pending,user1027@example.com,note for record 1027,grp-27
1028,2026-06-02 11:12:00,East,bravo,166.68,3,pending,user1028@example.com,note for record 1028,grp-28
1029,2026-06-02 12:44:00,East,charlie,174.47,2,active,user1029@example.com,,grp-29
1030,2026-06-02 12:20:00,South,bravo,175.12,7,pending,user1030@example.com,note for record 1030,grp-30
1031,2026-06-02 19:01:00,South,delta,165.1,9,inactive,user1031@example.com,note for record 1031,grp-31
1032,2026-06-02 08:26:00,South,alpha,173.54,10,pending,user1032@example.com,note for record 1032,grp-32
1033,2026-06-02 09:07:00,East,bravo,156.9,6,active,user1033@example.com,,grp-33
1034,2026-06-02 11:47:00,North,alpha,165.69,7,pending,user1034@example.com,note for record 1034,grp-34
1035,2026-06-02 16:21:00,East,charlie,171.47,10,active,user1035@example.com,note for record 1035,grp-35
1036,2026-06-02 14:38:00,East,delta,167.85,3,active,user1036@example.com,note for record 1036,grp-36
1037,2026-06-02 20:10:00,East,alpha,164.36,7,pending,user1037@example.com,note for record 1037,grp-37
1038,2026-06-02 12:15:00,West,delta,166.46,10,inactive,user1038@example.com,note for record 1038,grp-38
1039,2026-06-02 12:42:00,East,alpha,177.39,4,inactive,user1039@example.com,note for record 1039,grp-39
1040,2026-06-02 18:49:00,North,bravo,154.66,2,active,user1040@example.com,,grp-40
1041,2026-06-02 12:52:00,West,bravo,143.52,1,pending,user1041@example.com,note for record 1041,grp-41
1042,2026-06-02 17:05:00,West,alpha,154.17,2,pending,not-an-email-1042,note for record 1042,grp-42
1043,2026-06-02 17:07:00,North,delta,159.98,9,pending,user1043@example.com,note for record 1043,grp-43
1044,2026-06-02 11:50:00,North,charlie,148.77,3,pending,user1044@example.com,,grp-44
1045,2026-06-02 16:27:00,East,bravo,149.49,2,active,user1045@example.com,note for record 1045,grp-45
1046,2026-06-02 12:31:00,North,delta,169.99,4,inactive,user1046@example.com,note for record 1046,grp-46
1047,2026-06-02 16:47:00,West,alpha,161.85,8,pending,user1047@example.com,note for record 1047,grp-47
1048,2026-06-02 09:49:00,East,bravo,156.42,1,active,user1048@example.com,note for record 1048,grp-48
1049,2026-06-02 09:26:00,North,delta,128.45,7,??,user1049@example.com,note for record 1049,grp-49
1050,2026-06-02 16:01:00,East,charlie,154.17,7,active,user1050@example.com,note for record 1050,grp-0
1051,2026-06-02 15:29:00,East,delta,151.04,3,??,user1051@example.com,note for record 1051,grp-1
1052,2026-06-02 09:53:00,East,alpha,146.58,4,inactive,user1052@example.com,note for record 1052,grp-2
1053,2026-06-02 10:44:00,North,delta,141.65,5,inactive,user1053@example.com,note for record 1053,grp-3
1054,2026-06-02 13:32:00,West,bravo,128.43,7,active,user1054@example.com,note for record 1054,grp-4
1055,2026-06-02 13:52:00,North,charlie,134.38,4,pending,user1055@example.com,note for record 1055,grp-5
1056,2026-06-02 12:56:00,West,alpha,160.0,5,active,user1056@example.com,note for record 1056,grp-6
1057,2026-06-02 11:11:00,South,delta,160.09,5,pending,user1057@example.com,note for record 1057,grp-7
1058,2026-06-02 20:27:00,South,bravo,185.59,9,pending,user1058@example.com,note for record 1058,grp-8
1059,2026-06-02 10:03:00,South,delta,162.83,4,??,user1059@example.com,note for record 1059,grp-9
1060,2026-06-02 14:29:00,East,bravo,163.1,7,inactive,user1060@example.com,note for record 1060,grp-10
1061,2026-06-02 18:59:00,East,charlie,166.87,6,active,user1061@example.com,,grp-11
1062,2026-06-02 08:41:00,North,charlie,162.31,1,inactive,user1062@example.com,note for record 1062,grp-12
1063,2026-06-02 15:21:00,East,charlie,174.54,6,pending,not-an-email-1063,note for record 1063,grp-13
1064,2026-06-02 10:13:00,East,charlie,193.5,6,pending,user1064@example.com,note for record 1064,grp-14
1065,2026-06-02 19:05:00,North,bravo,156.77,2,pending,user1065@example.com,note for record 1065,grp-15
1066,2026-06-02 19:10:00,South,delta,179.61,4,active,user1066@example.com,note for record 1066,grp-16
1067,2026-06-02 13:08:00,South,alpha,153.0,4,inactive,user1067@example.com,note for record 1067,grp-17
1068,2026-06-02 20:57:00,East,charlie,115.19,9,pending,user1068@example.com,note for record 1068,grp-18
1069,2026-06-02 16:14:00,North,bravo,129.68,9,pending,user1069@example.com,note for record 1069,grp-19
1070,2026-06-02 17:39:00,South,delta,176.92,1,pending,user1070@example.com,note for record 1070,grp-20
1071,2026-06-02 10:49:00,West,delta,143.45,9,active,user1071@example.com,note for record 1071,grp-21
1072,2026-06-02 11:43:00,North,delta,166.82,10,pending,user1072@example.com,note for record 1072,grp-22
1073,2026-06-02 11:45:00,South,bravo,156.59,2,active,user1073@example.com,note for record 1073,grp-23
1074,2026-06-02 12:44:00,East,alpha,171.36,3,active,user1074@example.com,note for record 1074,grp-24
1075,2026-06-02 09:58:00,East,charlie,173.86,10,pending,user1075@example.com,note for record 1075,grp-25
1076,2026-06-02 10:16:00,East,charlie,160.12,7,pending,user1076@example.com,note for record 1076,grp-26
1077,2026-06-02 11:44:00,North,alpha,158.51,5,pending,user1077@example.com,note for record 1077,grp-27
1078,2026-06-02 18:41:00,South,delta,147.94,10,inactive,user1078@example.com,note for record 1078,grp-28
1079,2026-06-02 20:50:00,East,bravo,147.09,7,active,user1079@example.com,note for record 1079,grp-29
1080,2026-06-02 11:00:00,West,bravo,169.96,4,active,user1080@example.com,note for record 1080,grp-30
1081,2026-06-02 14:43:00,North,delta,156.29,3,pending,user1081@example.com,note for record 1081,grp-31
1082,2026-06-02 16:59:00,North,alpha,151.06,3,active,user1082@example.com,,grp-32
1083,2026-06-02 18:59:00,East,bravo,167.32,2,pending,not-an-email-1083,note for record 1083,grp-33
1084,2026-06-02 09:48:00,East,alpha,156.81,9,inactive,user1084@example.com,note for record 1084,grp-34
1085,2026-06-02 10:47:00,North,charlie,153.96,4,active,user1085@example.com,,grp-35
1086,2026-06-02 17:17:00,North,delta,176.03,5,active,user1086@example.com,note for record 1086,grp-36
1087,2026-06-02 10:30:00,North,delta,152.54,7,active,user1087@example.com,note for record 1087,grp-37
1088,2026-06-02 12:48:00,North,charlie,169.83,6,active,user1088@example.com,note for record 1088,grp-38
1089,2026-06-02 11:02:00,West,bravo,147.79,3,pending,user1089@example.com,note for record 1089,grp-39
1090,2026-06-02 13:56:00,East,delta,165.87,2,inactive,user1090@example.com,note for record 1090,grp-40
1091,2026-06-03 09:18:00,South,charlie,107.21,3,inactive,user1091@example.com,note for record 1091,grp-41
1092,2026-06-03 16:09:00,North,delta,71.05,2,inactive,user1092@example.com,note for record 1092,grp-42
1093,2026-06-03 10:10:00,West,delta,106.14,6,inactive,user1093@example.com,note for record 1093,grp-43
1094,2026-06-03 10:21:00,West,delta,113.46,4,pending,user1094@example.com,note for record 1094,grp-44
1095,2026-06-03 11:55:00,South,alpha,85.19,7,active,user1095@example.com,note for record 1095,grp-45
1096,2026-06-03 14:11:00,West,bravo,113.12,9,active,user1096@example.com,note for record 1096,grp-46
1097,2026-06-03 10:22:00,West,bravo,97.68,9,active,user1097@example.com,note for record 1097,grp-47
1098,2026-06-03 19:52:00,West,alpha,108.04,3,inactive,user1098@example.com,note for record 1098,grp-48
1099,2026-06-03 19:18:00,South,alpha,85.12,10,active,user1099@example.com,,grp-49
1100,2026-06-03 17:42:00,South,bravo,91.62,7,active,user1100@example.com,note for record 1100,grp-0
1101,2026-06-03 13:06:00,North,charlie,76.4,8,active,user1101@example.com,,grp-1
1102,2026-06-03 20:49:00,South,alpha,104.47,3,inactive,user1102@example.com,note for record 1102,grp-2
1103,2026-06-03 17:27:00,East,bravo,97.22,10,active,user1103@example.com,,grp-3
1104,2026-06-03 14:26:00,South,delta,88.75,3,active,user1104@example.com,note for record 1104,grp-4
1105,2026-06-03 17:32:00,West,charlie,95.25,8,inactive,user1105@example.com,note for record 1105,grp-5
1106,2026-06-03 14:20:00,South,charlie,96.31,7,active,user1106@example.com,note for record 1106,grp-6
1107,2026-06-03 13:43:00,North,alpha,112.03,9,active,user1107@example.com,note for record 1107,grp-7
1108,2026-06-03 17:24:00,North,bravo,102.14,4,pending,user1108@example.com,note for record 1108,grp-8
1109,2026-06-03 16:15:00,North,charlie,112.5,5,inactive,user1109@example.com,note for record 1109,grp-9
1110,2026-06-03 14:40:00,South,alpha,103.69,6,pending,user1110@example.com,note for record 1110,grp-10
1111,2026-06-03 10:33:00,North,charlie,126.45,8,pending,user1111@example.com,note for record 1111,grp-11
1112,2026-06-03 09:35:00,South,bravo,103.97,4,active,user1112@example.com,note for record 1112,grp-12
1113,2026-06-03 20:26:00,West,bravo,85.84,6,inactive,user1113@example.com,note for record 1113,grp-13
1114,2026-06-03 08:40:00,South,bravo,88.47,7,pending,user1114@example.com,note for record 1114,grp-14
1115,2026-06-03 18:42:00,South,charlie,106.79,1,active,user1115@example.com,note for record 1115,grp-15
1116,2026-06-03 10:53:00,South,alpha,99.76,5,inactive,user1116@example.com,,grp-16
1117,2026-06-03 20:07:00,East,delta,101.59,8,active,user1117@example.com,note for record 1117,grp-17
1118,2026-06-03 16:19:00,East,charlie,88.52,1,pending,user1118@example.com,note for record 1118,grp-18
1119,2026-06-03 14:15:00,East,alpha,79.07,6,pending,user1119@example.com,note for record 1119,grp-19
1120,2026-06-03 19:38:00,North,bravo,98.36,1,pending,not-an-email-1120,note for record 1120,grp-20
1121,2026-06-03 12:57:00,South,delta,86.15,2,pending,user1121@example.com,note for record 1121,grp-21
1122,2026-06-03 18:57:00,West,alpha,113.71,9,pending,user1122@example.com,note for record 1122,grp-22
1123,2026-06-03 14:46:00,North,charlie,101.14,6,pending,user1123@example.com,note for record 1123,grp-23
1124,2026-06-03 16:07:00,East,delta,90.06,2,??,user1124@example.com,note for record 1124,grp-24
1125,2026-06-03 18:55:00,West,alpha,104.42,10,inactive,user1125@example.com,note for record 1125,grp-25
1126,2026-06-03 11:38:00,South,alpha,118.93,1,pending,user1126@example.com,note for record 1126,grp-26
1127,2026-06-03 11:00:00,North,charlie,104.92,7,inactive,user1127@example.com,note for record 1127,grp-27
1128,2026-06-03 19:25:00,South,alpha,102.85,5,inactive,user1128@example.com,note for record 1128,grp-28
1129,2026-06-03 10:48:00,West,bravo,111.36,8,inactive,user1129@example.com,note for record 1129,grp-29
1130,2026-06-03 14:38:00,South,alpha,133.94,1,pending,user1130@example.com,note for record 1130,grp-30
1131,2026-06-04 20:31:00,North,bravo,98.9,6,active,user1131@example.com,note for record 1131,grp-31
1132,2026-06-04 19:30:00,East,alpha,75.52,7,active,user1132@example.com,note for record 1132,grp-32
1133,2026-06-04 17:52:00,West,bravo,108.62,4,active,user1133@example.com,note for record 1133,grp-33
1134,2026-06-04 19:35:00,North,charlie,106.06,10,active,user1134@example.com,note for record 1134,grp-34
1135,2026-06-04 10:07:00,West,delta,93.2,8,pending,user1135@example.com,note for record 1135,grp-35
1136,2026-06-04 13:43:00,South,delta,79.39,2,active,user1136@example.com,note for record 1136,grp-36
1137,2026-06-04 15:26:00,East,alpha,78.69,7,active,user1137@example.com,,grp-37
1138,2026-06-04 15:01:00,West,alpha,119.62,2,pending,user1138@example.com,,grp-38
1139,2026-06-04 12:56:00,West,alpha,106.17,8,inactive,user1139@example.com,note for record 1139,grp-39
1140,2026-06-04 15:55:00,West,alpha,91.69,7,active,user1140@example.com,note for record 1140,grp-40
1141,2026-06-04 19:14:00,South,alpha,97.39,7,inactive,user1141@example.com,,grp-41
1142,2026-06-04 14:23:00,East,charlie,128.52,9,pending,user1142@example.com,note for record 1142,grp-42
1143,2026-06-04 14:40:00,West,bravo,107.6,1,inactive,user1143@example.com,note for record 1143,grp-43
1144,2026-06-04 13:25:00,South,delta,120.19,9,pending,user1144@example.com,note for record 1144,grp-44
1145,2026-06-04 18:46:00,South,charlie,86.75,5,active,user1145@example.com,,grp-45
1146,2026-06-04 18:07:00,North,alpha,93.05,3,active,user1146@example.com,note for record 1146,grp-46
1147,2026-06-04 15:44:00,South,bravo,82.73,3,pending,user1147@example.com,note for record 1147,grp-47
1148,2026-06-04 14:27:00,North,charlie,80.55,5,active,user1148@example.com,note for record 1148,grp-48
1149,2026-06-04 17:53:00,North,alpha,104.88,10,inactive,user1149@example.com,,grp-49
1150,2026-06-04 16:26:00,South,delta,94.6,6,active,user1150@example.com,note for record 1150,grp-0
1151,2026-06-04 18:40:00,East,delta,120.29,7,active,user1151@example.com,note for record 1151,grp-1
1152,2026-06-04 19:15:00,North,alpha,110.55,10,inactive,user1152@example.com,note for record 1152,grp-2
1153,2026-06-04 17:19:00,North,bravo,118.21,5,pending,user1153@example.com,note for record 1153,grp-3
1154,2026-06-04 10:36:00,East,alpha,100.57,4,active,user1154@example.com,note for record 1154,grp-4
1155,2026-06-04 20:25:00,West,bravo,97.2,5,inactive,user1155@example.com,note for record 1155,grp-5
1156,2026-06-04 15:58:00,West,delta,92.72,8,inactive,user1156@example.com,note for record 1156,grp-6
1157,2026-06-04 20:14:00,East,bravo,97.09,10,pending,user1157@example.com,note for record 1157,grp-7
1158,2026-06-04 15:13:00,East,charlie,114.7,10,pending,user1158@example.com,note for record 1158,grp-8
1159,2026-06-04 14:01:00,West,bravo,85.09,2,pending,user1159@example.com,note for record 1159,grp-9
1160,2026-06-04 18:18:00,East,delta,115.11,9,??,user1160@example.com,note for record 1160,grp-10
1161,2026-06-04 11:10:00,East,bravo,96.35,6,active,not-an-email-1161,note for record 1161,grp-11
1162,2026-06-04 20:14:00,South,delta,104.54,6,inactive,user1162@example.com,note for record 1162,grp-12
1163,2026-06-04 14:34:00,North,charlie,97.83,4,pending,user1163@example.com,note for record 1163,grp-13
1164,2026-06-04 15:11:00,East,charlie,110.13,7,active,user1164@example.com,note for record 1164,grp-14
1165,2026-06-04 12:41:00,East,delta,93.2,3,active,user1165@example.com,note for record 1165,grp-15
1166,2026-06-04 17:49:00,West,charlie,103.67,1,inactive,user1166@example.com,note for record 1166,grp-16
1167,2026-06-04 17:00:00,West,alpha,120.93,2,inactive,user1167@example.com,note for record 1167,grp-17
1168,2026-06-04 20:51:00,West,alpha,105.25,6,inactive,user1168@example.com,,grp-18
1169,2026-06-04 13:05:00,East,alpha,94.55,2,??,user1169@example.com,,grp-19
1170,2026-06-04 09:47:00,West,bravo,84.41,6,active,user1170@example.com,note for record 1170,grp-20
1171,2026-06-05 17:10:00,East,alpha,134.91,1,inactive,user1171@example.com,note for record 1171,grp-21
